incl0801.srt.bam	incl0802.srt.bam	incl1601.srt.bam	incl1602.srt.bam	incl3201.srt.bam	incl3202.srt.bam	inclbl01.srt.bam	inclbl02.srt.bam	ivcl0801.srt.bam	ivcl0802.srt.bam	ivcl1601.srt.bam	ivcl1602.srt.bam	ivcl3201.srt.bam	ivcl3202.srt.bam
SNAI1	835	1548	59	801	16	1486	11	1069	41001	15464	1323	1701	22872	6925
RNF114	7512	27095	9366	9731	315	6009	1978	5268	61137	61096	51160	52195	49369	14862
SPATA2	102	8	205	21	6	71	4	178	131	67	65	71	2	110
SLC9A8	221	180	105	127	12	219	126	84	7	27	247	45	0	2
LOC101121792	169	76	137	84	38	335	690	205	34	51	20	93	36	101
LOC106991535	37	16	53	29	0	0	0	15	60	68	106	72	16	41
B4GALT5	75	526	155	223	12	133	32	22	1367	2072	2715	961	1461	998
LOC105616761	0	0	0	2	0	0	0	0	18	0	0	0	0	0
PTGIS	56	97	10	132	0	0	0	18	307	288	724	183	125	23
LOC105609542	0	0	3	0	0	0	0	0	30	0	0	0	0	0
KCNB1	0	0	4	2	0	0	2	0	0	40	14	0	0	0
LOC105609544	210	38	124	112	31	278	254	268	70	60	105	59	335	388
ZNFX1	393	866	918	835	35	573	65	118	1953	1873	1899	2151	1885	3203
DDX27	1020	1648	1240	675	341	3668	1023	2326	1208	1494	1507	2356	1023	1304
STAU1	5407	8050	3834	3860	604	3650	3626	3745	17179	25456	17770	14446	23731	11648
CSE1L	2285	2362	3568	2309	714	5238	6039	6260	1100	597	4760	1277	1117	1599
ARFGEF2	818	1521	1051	985	316	1860	3073	2869	4186	3120	6265	3289	4703	2353
LOC106991534	0	4	6	24	0	5	4	6	15	60	49	18	27	11
PREX1	63	367	112	400	0	20	0	0	2890	5622	1593	1208	1696	684
LOC105609546	0	5	76	0	0	0	0	0	28	42	26	62	18	0
LOC106991511	0	0	0	9	0	0	0	0	0	0	0	0	0	0
SULF2	36	192	142	3	0	0	24	0	584	695	557	401	521	331
LOC105609549	78	5	6	185	16	141	126	34	22	90	7	32	11	189
NCOA3	2120	1726	1980	1305	246	1270	1263	1584	3471	2031	16698	4289	8373	7662
LOC105609553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYND8	729	1517	732	733	170	1144	969	691	5044	6609	4105	4495	5861	2468
EYA2	89	256	95	219	4	69	12	0	849	648	973	606	338	363
SLC2A10	0	0	0	0	0	0	0	0	0	0	12	26	0	0
TP53RK	80	222	580	318	288	2223	1753	1442	382	488	1049	957	200	403
SLC13A3	0	3	0	14	0	0	0	0	102	1	0	6	84	2
OCSTAMP	0	0	0	0	0	0	0	0	48	63	0	0	0	51
LOC105609556	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELMO2	337	316	433	375	63	682	84	654	2358	2596	1189	1150	2504	1630
SLC35C2	0	0	0	13	20	39	4	155	95	2	16	57	4	4
CDH22	0	17	0	0	0	0	0	0	0	8	13	12	0	13
CD40	806	767	312	541	0	29	0	0	254	106	140	311	0	295
NCOA5	1522	1894	1585	1520	395	2151	2135	2417	4184	8027	6465	6754	4660	4075
SLC12A5	511	1542	228	574	0	0	15	6	1726	5676	2652	2225	2848	773
MMP9	5	0	0	0	56	143	250	107	32	15	16	0	1	2
ZNF335	118	91	234	60	56	578	184	360	330	175	155	217	417	144
PCIF1	130	96	92	83	34	209	119	214	1044	693	817	847	644	109
PLTP	0	48	13	18	0	0	0	26	378	135	111	57	77	22
CTSA	0	832	0	66	348	4597	998	3970	623	276	523	223	305	299
NEURL2	0	0	0	0	6	72	0	17	0	0	0	0	0	0
SPATA25	2	1	0	1	2	0	0	1	0	10	0	6	0	0
ZSWIM1	307	559	218	347	11	104	7	64	530	1138	1139	917	586	417
ZSWIM3	313	430	132	384	2	72	0	86	1131	2695	2670	1269	1154	504
ACOT8	3	1	18	5	64	465	176	149	39	52	66	38	63	0
SNX21	57	0	28	2	21	338	71	181	134	138	43	37	317	58
TNNC2	3	0	3	0	0	2	4	4	63	15	0	34	37	90
UBE2C	43984	52638	48472	42829	669	10330	10634	8693	16634	14611	7432	21154	24660	37817
DNTTIP1	150	726	563	431	116	599	736	503	96	78	221	114	6	62
WFDC3	84	198	68	215	75	729	265	522	314	54	630	248	127	324
LOC105613397	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC105601892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WFDC13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WFDC10B	0	0	0	0	0	0	2	0	1	0	0	0	21	0
WFDC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105616794	0	0	0	0	0	0	3	4	0	2	0	0	2	5
WFDC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105613399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WFDC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101114042	0	0	0	0	0	46	0	0	0	0	0	0	0	0
LOC106990163	0	0	2	0	0	0	0	0	0	0	0	0	0	0
WFDC2	10	10	0	0	14	28	609	117	0	2	0	0	0	0
LOC101113780	0	0	1	1	238	5479	3767	692	0	0	0	0	0	0
LOC101113516	0	0	1	0	0	0	0	0	0	0	0	0	8	0
LOC101113259	0	0	0	0	0	0	0	0	0	0	6	0	0	0
LOC105616751	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101111041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112999	18	48	60	31	0	23	44	23	33	43	44	62	34	28
LOC105613401	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC443096	0	0	54	4	0	0	0	0	0	16	0	84	0	0
LOC101112752	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TKDP1	1	0	0	0	0	0	0	26	0	0	0	0	0	0
TKDP5	0	0	0	1	0	0	23	0	0	0	0	0	0	0
LOC101110259	0	0	9	0	0	0	0	0	0	0	0	2	0	0
LOC443097	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105610219	18	12	25	12	0	0	0	0	30	26	46	79	16	39
PIGT	47	201	182	126	15	232	139	303	296	150	575	222	261	177
TP53TG5	0	5	0	0	12	12	0	13	4	18	26	16	0	0
DBNDD2	42	220	122	105	16	228	185	139	38	1	71	120	107	58
SDC4	99	61	55	97	294	3995	2572	2587	33	279	10	24	6	573
LOC106990174	0	0	0	2	5	59	20	26	0	8	0	0	0	0
LOC101111217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MATN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLPI	0	0	0	6	6	71	232	36	0	0	0	0	0	0
LOC101108152	19	18	23	12	18	158	226	198	160	72	537	15	37	158
LOC106991512	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PI3	4095	0	874	0	0	0	0	0	0	0	0	1	0	0
LOC101110696	0	0	0	0	0	0	0	0	0	0	0	39	0	0
KCNS1	0	0	2	2	0	0	0	0	0	0	0	0	0	0
STK4	2680	4079	3071	3258	46	188	177	141	10582	9833	12741	7578	7157	9525
TOMM34	839	1711	614	1293	93	1643	207	949	4339	5501	4455	3256	4217	1802
PABPC1L	183	156	153	218	0	0	0	9	1328	754	701	885	1382	1042
YWHAB	1054	2964	1365	1884	1892	17208	15706	16906	5364	5746	4780	2725	2561	962
RIMS4	156	239	66	145	27	42	6	20	1202	520	640	876	1723	319
KCNK15	6	0	0	5	0	0	0	0	7	0	0	0	0	0
WISP2	0	0	0	0	0	0	0	19	0	0	0	0	0	0
ADA	49	230	171	131	23	210	42	132	1067	899	1207	1016	498	379
PKIG	22	31	6	17	8	30	11	19	65	130	226	54	44	99
SERINC3	3362	3067	3483	2999	36	28	348	94	3786	4384	10824	5045	5000	6095
TTPAL	0	176	40	0	16	271	10	210	97	0	33	165	52	147
HNF4A	0	0	44	3	140	2259	2136	2327	0	28	0	0	74	0
R3HDML	0	0	8	0	9	163	92	371	0	10	0	0	8	0
FITM2	82	0	0	12	51	323	360	429	42	4	26	26	0	0
GDAP1L1	0	0	0	4	0	0	0	192	2	0	0	0	0	23
LOC105610214	1576	812	1101	697	0	88	220	64	84	0	34	350	34	240
OSER1	7856	12379	7983	5747	536	4820	5507	4350	6660	4249	1703	10151	1997	5069
JPH2	0	0	0	0	0	0	0	0	0	0	12	0	0	0
TOX2	22	27	0	0	0	0	0	0	26	2	63	12	0	10
LOC105610215	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105610216	0	0	0	4	0	0	0	0	31	10	3	6	0	0
GTSF1L	0	0	0	0	0	0	0	0	2	0	0	0	0	0
MYBL2	23	284	27	117	980	8823	733	4289	1024	716	703	803	641	647
LOC105610217	6	46	197	96	5	49	57	56	79	42	109	139	32	55
IFT52	1063	1916	611	751	137	1263	1526	1750	3130	2282	2934	2121	1001	1667
SGK2	20	0	132	61	2	3	2	5	208	154	55	2	135	55
L3MBTL1	0	0	0	0	0	8	0	0	19	63	0	10	70	103
SRSF6	1588	1760	1698	1399	270	3711	4412	3508	1007	1014	437	1256	1044	1448
LOC106991533	32	100	105	40	1	8	0	11	5	193	254	5	59	21
PTPRT	358	712	444	428	6	32	11	12	1122	1177	1192	1360	519	898
CHD6	712	3282	1244	1197	61	700	490	415	2932	2492	4481	2484	1532	1237
EMILIN3	1	2	2	0	0	0	0	0	0	0	0	0	0	0
LPIN3	0	0	0	0	0	0	0	0	156	247	95	81	149	41
LOC105616791	0	0	0	0	0	0	0	0	73	0	0	10	0	0
LOC105616747	81	47	19	38	0	0	0	2	44	80	60	67	105	77
ZHX3	76	382	114	222	8	28	60	10	604	276	239	537	746	83
PLCG1	1061	1183	1383	380	80	510	260	622	3232	2409	2341	1158	7174	2216
TOP1	6348	8638	8925	4062	586	4770	4118	3292	10901	4230	12614	8184	8317	7681
MAFB	0	6	0	2	0	0	0	0	109	0	44	24	51	0
LOC105606881	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606884	0	0	0	0	2	0	12	10	0	0	0	0	0	0
DHX35	506	747	514	943	45	345	258	315	2029	3594	2863	1621	1828	1048
LOC105616744	2	29	3	0	8	128	0	29	10	837	120	69	0	0
FAM83D	3008	16920	3620	4946	105	1535	554	3264	45209	57475	20906	38425	36906	10163
PPP1R16B	4	0	4	0	10	423	130	620	0	0	0	0	0	0
LOC105616743	0	0	34	0	0	0	0	0	0	0	0	0	0	0
ACTR5	542	1534	713	164	70	908	150	692	341	15	51	32	448	178
SLC32A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606885	0	0	1	2	0	0	0	0	0	0	0	0	0	0
ADIG	0	0	0	1	33	155	103	138	0	0	0	0	16	9
RALGAPB	982	1502	967	1183	118	244	516	464	389	179	618	1382	662	1079
LOC105606886	30	82	200	10	11	63	22	50	103	57	160	147	202	111
LOC105616742	910	1877	2173	1543	826	5859	3458	3729	589	0	47	946	287	506
LOC105616741	8	0	0	0	0	0	44	0	24	8	22	4	0	1
LBP	0	0	4	0	0	0	0	0	0	0	0	0	0	0
BPI	15	0	23	19	0	0	0	0	0	0	0	0	0	0
KIAA1755	0	0	1	0	0	0	0	2	0	0	0	0	0	0
TGM2	372	170	24	132	58	412	152	130	1762	1328	1868	439	1579	826
LOC105606890	0	20	0	0	0	0	0	0	15	0	0	0	3	0
RPRD1B	625	3354	948	1570	114	1550	1175	1252	857	120	123	1115	362	751
TTI1	343	193	197	160	23	289	11	198	577	839	430	1221	291	171
LOC105616740	0	0	0	30	0	8	2	0	0	2	6	0	0	0
VSTM2L	0	0	0	0	0	0	0	0	3	2	0	0	0	9
CTNNBL1	10590	20877	5711	4195	428	6220	2136	5194	13561	3454	2414	7609	24145	22627
LOC105606892	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NNAT	4	33	9	4	0	3	0	1	1	416	0	16	0	32
BLCAP	537	906	713	739	26	480	202	554	1243	1531	801	762	967	501
LOC105616738	64	154	70	48	3	25	7	15	26	243	22	39	17	32
SRC	0	3	16	0	46	191	414	428	105	49	19	52	0	0
MANBAL	1325	5457	3115	3835	852	9087	2679	5865	1513	1320	3223	3229	913	2041
LOC105606895	0	1	49	2	18	101	69	0	0	0	0	0	0	42
GHRH	0	2	0	0	0	0	0	0	0	0	12	0	0	0
LOC105606896	0	0	2	0	0	0	0	2	0	0	0	0	0	0
RPN2	927	2542	1750	3422	326	10893	6066	11329	4701	7599	5079	7020	2092	1363
MROH8	0	13	0	2	1	0	0	0	1	8	38	30	2	0
RBL1	373	428	88	540	101	627	1620	874	553	733	908	492	488	445
LOC106991532	15	7	15	13	9	61	83	65	22	11	20	9	5	25
LOC105606898	2	0	0	0	0	2	1	2	0	0	0	0	0	0
SAMHD1	1006	1701	399	1078	324	7761	2443	3676	4406	3545	6998	2758	3633	3336
TLDC2	0	0	0	0	0	0	30	0	19	0	2	3	0	0
SOGA1	0	2	3	1	1	8	1	0	57	24	65	5	60	67
DSN1	3051	4275	5592	4025	181	1942	1710	1442	3709	4207	6802	9120	1705	5833
NDRG3	4187	5446	2842	3161	355	3092	2835	2690	15355	13360	23142	9742	13679	8795
SLA2	0	0	81	51	0	0	0	0	339	337	129	565	224	48
LOC101121958	348	291	657	552	630	3221	4740	3113	212	145	269	454	323	186
TGIF2	68	103	33	4	10	436	82	215	1084	985	658	708	829	413
MYL9	0	0	0	0	40	2917	81	859	0	0	0	0	0	0
DLGAP4	174	1237	226	259	86	1046	154	389	4717	4024	1531	3266	3465	767
AAR2	325	2511	536	128	124	1200	424	1104	6935	10243	4864	8015	4797	2963
EPB41L1	7	0	50	14	171	396	705	745	31	28	36	0	0	0
CNBD2	583	240	475	299	6	71	60	14	451	417	278	789	71	200
LOC105606900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCAND1	14890	16496	14670	12268	1086	11008	2464	6355	10128	3053	3780	7444	14828	10567
LOC105606901	46	30	50	17	9	15	9	10	14	5	8	19	9	5
PHF20	9623	13203	9799	5412	596	1553	4062	2411	23031	26182	20640	16042	14604	17928
RBM39	7799	7930	8746	5483	930	4560	7913	5885	5769	5459	2311	3632	7563	9018
ROMO1	229	234	344	249	243	973	2144	702	133	40	133	188	73	253
NFS1	201	280	58	20	144	1293	1099	1528	338	460	841	570	260	112
LOC105606903	14	2	1	2	0	0	1	0	9	0	3	1	0	54
CPNE1	446	1499	959	820	93	502	238	462	3350	4732	3104	3637	2467	1878
SPAG4	751	844	483	1044	271	794	2070	901	972	864	402	1138	485	792
LOC101117181	1	0	2	0	2	6	15	6	0	0	1	3	5	2
LOC101120595	116	117	32	13	0	71	0	6	206	157	76	303	67	417
ERGIC3	328	402	37	45	34	1006	320	479	509	206	1019	156	401	316
C13H20orf173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP250	10	313	94	94	29	420	129	108	1048	593	1460	1646	384	416
GDF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101116076	383	152	317	131	155	1718	2265	2325	689	306	535	286	28	75
FAM83C	1	0	0	0	26	50	141	38	232	51	8	34	319	0
EIF6	2476	2039	1801	2863	522	4821	3155	3411	1363	263	120	3079	568	711
MMP24	0	74	14	0	0	23	0	3	41	46	22	25	112	106
PROCR	556	64	146	171	4	20	34	10	1537	168	27	230	1889	1573
EDEM2	2587	2365	1835	2284	128	1948	839	1415	6110	6878	7867	4584	8787	5726
TRPC4AP	124	132	96	88	50	432	63	103	1122	524	1770	501	2323	322
MYH7B	14	2	0	1	0	8	0	20	171	54	35	71	255	38
GSS	0	0	96	89	6	398	12	213	21	194	138	49	48	78
ACSS2	5	126	18	38	0	36	15	2	1445	871	426	401	458	293
GGT7	0	0	2	0	0	0	0	0	0	0	2	22	44	0
LOC106990720	32	0	0	0	6	0	32	0	0	0	8	0	0	0
NCOA6	2503	2122	1162	1762	301	891	1308	979	4976	2951	5458	3951	10026	3005
TP53INP2	0	0	2	0	2	101	0	14	16	6	9	1	4	2
LOC101113166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGU	292	307	455	339	40	673	458	711	644	530	665	709	606	629
MAP1LC3A	2	125	29	102	275	573	745	551	112	92	10	62	92	113
DYNLRB1	193	166	218	140	465	2685	4869	2814	85	59	272	205	168	164
ITCH	1343	1557	492	471	964	5037	10702	7837	2718	2127	4513	3221	1629	2810
AHCY	7	4	8	14	22	131	70	92	27	11	3	24	15	492
ASIP	0	216	8	9	1155	8367	6701	7273	81	0	34	188	82	41
LOC101112245	5	4	8	14	18	81	54	38	4	7	3	7	5	3
LOC101111988	0	0	0	0	25	177	90	90	59	0	5	7	0	0
LOC105606907	9	15	31	35	1	0	0	0	30	4	3	14	14	10
EIF2S2	20041	12846	18639	10907	2033	16313	26540	18467	2098	500	2559	6045	1917	8791
RALY	1392	1495	965	920	311	5071	401	3223	5190	5682	4492	5018	3202	3158
CHMP4B	86	170	152	55	7	156	163	44	62	46	96	72	79	7
LOC105606908	0	0	14	0	11	8	0	39	0	8	0	0	29	0
ZNF341	0	11	24	32	4	0	0	10	40	64	32	84	22	25
PXMP4	12	59	29	12	23	186	102	197	67	47	170	69	110	24
E2F1	75	239	48	87	0	20	0	16	999	597	305	400	1479	271
C13H20orf144	2	0	0	0	0	0	0	0	4	18	0	6	0	0
NECAB3	132	318	71	39	2	47	0	46	1102	570	251	240	1573	255
LOC101117009	1	58	0	28	4	0	0	0	3	0	13	0	127	0
CBFA2T2	1713	5822	3424	3340	135	1374	945	1416	18698	19168	12628	15129	19484	7229
LOC106990737	2	8	127	21	6	174	1	52	84	0	2	40	0	132
LOC101109899	618	404	463	338	57	1089	803	714	1222	377	109	299	1737	684
SNTA1	0	0	0	0	10	2	0	82	101	2	56	26	0	14
CDK5RAP1	2843	2881	4239	3241	359	4982	1719	3192	6607	8472	7745	9887	2149	4615
LOC106991531	1	0	0	0	0	4	0	3	6	0	0	0	0	0
LOC101116754	1	0	0	4	2	0	14	2	0	0	0	0	0	0
LOC101108938	1420	817	1002	1110	118	1037	1348	1131	54	8	151	289	35	54
LOC101108675	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFB1	0	0	3	0	0	0	4	0	190	162	2	118	0	0
BPIFA1	10	0	2	0	0	0	0	0	0	0	26	0	9	0
BPIFA3	4	2	0	0	0	0	0	0	0	15	0	0	0	0
LOC101116500	0	0	0	0	0	0	0	0	0	30	0	0	62	0
LOC101116248	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107619	0	0	0	3	0	0	0	0	0	0	0	0	0	0
LOC101115983	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105614410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101114720	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105611332	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFB4	0	0	2	0	0	0	0	0	3	0	0	0	0	0
BPIFB3	0	0	0	0	0	10	0	0	0	26	0	0	0	0
BPIFB6	0	0	4	0	0	0	0	0	0	0	0	0	0	0
BPIFB2	0	1	0	2	0	0	0	0	0	1	0	0	0	0
SUN5	0	0	13	0	0	0	0	0	0	0	0	0	0	0
EFCAB8	17511	7126	12264	6308	526	2516	5280	2391	3942	1038	25303	4092	13508	10949
MAPRE1	3509	5151	2365	2484	510	3558	2944	3911	4523	2510	12842	3448	13106	5466
DNMT3B	230	156	236	293	570	902	563	1180	4268	2200	4388	2369	3802	1142
COMMD7	0	200	8	128	293	1363	816	1085	159	220	207	266	18	5
LOC105611327	0	0	0	0	0	0	6	0	272	403	452	92	237	196
LOC105611334	0	50	0	0	0	0	0	2	2	0	27	12	0	0
NOL4L	144	233	46	114	14	233	28	138	660	566	803	631	767	201
LOC105611326	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASXL1	771	869	1371	420	172	1266	1091	1490	2933	421	653	1123	3396	1553
KIF3B	225	454	221	211	6	24	34	6	1048	1771	1463	1063	656	476
POFUT1	0	4	116	66	18	57	130	68	372	243	424	155	538	144
PLAGL2	628	845	438	611	16	215	108	224	1665	1231	1553	1914	1664	824
TM9SF4	616	192	537	544	62	1344	325	1014	929	455	1908	586	1621	1027
HCK	641	481	10	225	0	0	24	0	97	0	0	35	10	13
LOC101112919	0	0	0	0	0	0	0	0	1	0	3	0	7	0
CCM2L	60	0	0	0	0	0	0	0	0	3	21	0	14	8
XKR7	0	1	0	0	0	0	0	0	0	0	0	0	19	0
PDRG1	1522	6315	3473	3847	149	2166	160	1079	1357	1040	697	2980	523	322
LOC101103002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTLL9	2	34	37	26	0	0	0	0	7	24	5	30	189	183
LOC106991530	6	0	0	4	0	0	0	0	0	0	0	0	25	0
LOC106991529	0	0	0	0	0	0	0	1	0	0	0	1	0	0
DUSP15	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FOXS1	0	0	0	0	0	0	28	0	0	22	0	0	0	4
MYLK2	0	126	39	0	0	18	0	6	94	2	0	30	4	63
TPX2	15424	9790	11012	5695	316	3242	5527	6107	13120	10784	21545	10432	9655	9371
BCL2L1	134	507	180	345	184	1735	761	1626	1354	1177	1649	1688	521	519
LOC101102327	0	0	0	3	2	0	134	52	0	0	0	0	0	0
ID1	0	0	0	0	89	1272	1082	1054	11	437	0	0	0	7
LOC105611321	305	120	160	230	22	98	34	26	258	4	222	66	42	212
HM13	176	170	275	126	33	563	324	222	209	157	357	241	134	117
LOC105611320	0	2	0	2	0	0	24	0	0	4	46	0	0	0
REM1	0	70	1	0	2	14	50	58	0	0	0	16	0	2
LOC101123139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105611318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101110860	69	401	222	348	6	83	50	78	1696	1329	1051	979	2433	593
LOC101110610	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DEFB115	0	0	0	2	7	20	25	8	0	0	0	0	0	0
DEFB125	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC101109556	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DEFB127	0	0	2	0	0	0	24	8	0	0	2	0	0	0
DEFB129	0	0	0	0	0	1	48	6	0	0	0	1	0	0
LOC105606201	2	0	0	0	0	0	0	0	0	0	0	0	0	0
C13H20orf96	71	0	0	1	24	25	27	21	8	25	16	4	26	85
ZCCHC3	279	342	293	244	66	150	174	260	1365	532	1215	793	1333	565
SOX12	0	2	0	0	0	0	0	0	18	0	4	30	4	0
NRSN2	2	0	0	0	0	10	0	0	22	48	0	0	0	2
TRIB3	192	12	36	62	2	247	10	163	1602	34	6	47	0	0
RBCK1	0	0	2	0	32	702	62	315	87	0	0	36	0	0
TBC1D20	59	524	222	88	138	2076	600	988	647	507	741	640	101	315
CSNK2A1	13668	23788	21274	15603	437	4744	6661	5503	27291	38750	38121	29955	24272	30034
TCF15	0	0	0	38	4	0	0	23	50	0	2	2	36	0
SRXN1	287	123	156	103	0	0	0	8	1043	685	477	266	1090	185
SCRT2	0	6	0	0	0	0	0	0	1	4	0	1	0	0
SLC52A3	0	44	42	0	10	12	190	44	64	244	4	265	122	89
FAM110A	435	1073	204	494	136	1083	547	907	4097	3554	3284	3725	1736	1409
LOC101121190	0	0	0	0	0	0	2	1	0	0	5	0	0	0
ANGPT4	0	4	0	0	0	0	2	0	34	15	1	50	1	0
RSPO4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMF1	213	1537	1388	1407	215	1969	821	1468	1791	1908	695	4257	375	876
TMEM74B	2	0	0	0	0	0	0	0	0	24	0	14	16	4
C13H20orf202	73	0	0	0	0	0	0	0	0	0	4	0	0	0
RAD21L1	52	0	0	0	0	0	0	14	44	0	2	0	25	0
SNPH	5	0	1	1	0	0	0	0	371	191	48	63	22	7
SDCBP2	2	0	0	0	0	0	0	0	6	0	0	0	0	0
FKBP1A	1000	784	423	746	184	2927	559	1203	1634	1013	2335	1330	1455	1603
NSFL1C	11471	16139	6476	7528	1188	13357	3338	9422	12407	5019	6825	15476	6322	4594
SIRPB2	92	186	0	0	12	0	14	32	106	307	52	214	168	56
SIRPD	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606208	111	73	78	0	0	0	0	0	0	0	0	0	0	0
MC3R	0	0	0	0	0	0	0	0	0	1	0	0	49	0
FAM210B	1640	2534	1799	2257	392	1447	2123	1716	4382	3682	3385	3834	6212	3952
AURKA	36846	94025	48846	43122	193	2086	2803	4144	177057	295282	159616	257586	111626	151965
CSTF1	14117	25484	23005	20971	586	3778	13680	10597	25266	32036	35028	44776	18411	18247
CASS4	0	0	16	0	22	0	0	0	0	37	8	8	133	0
GCNT7	15	6	0	87	0	29	0	21	44	68	31	4	19	37
RTFDC1	8711	10295	9186	6564	875	6961	2213	6281	4274	2405	3866	5842	3105	1876
LOC101118805	0	6	0	0	0	0	4	0	0	0	0	0	3	0
TFAP2C	4228	3945	2343	1814	391	2323	2671	3477	12321	1681	0	1713	12357	5317
BMP7	0	0	15	65	8	46	11	16	23	2	4	43	20	4
SPO11	26	32	2	2	0	0	0	7	6	32	50	66	36	66
RAE1	8848	19993	17902	15262	908	8255	5946	10487	19224	26381	18437	32772	9310	16771
RBM38	106	817	42	77	3	0	0	1	2720	3174	653	1009	3590	708
CTCFL	525	0	122	44	0	0	0	0	94	24	12	75	24	34
LOC105606211	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PCK1	0	0	0	0	0	0	0	0	0	29	0	19	94	13
LOC105606213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBP1	0	0	0	0	0	0	0	0	61	36	0	3	0	0
PMEPA1	4	0	0	3	37	171	169	178	30	0	0	7	2	0
C13H20orf85	0	0	0	0	0	0	0	0	0	0	8	2	0	0
ANKRD60	4	0	2	0	9	15	8	24	0	56	66	0	64	0
RAB22A	1426	3574	2951	2737	228	1337	1524	1196	6392	4473	9015	6137	7024	4408
VAPB	18	0	20	144	147	410	689	424	691	1109	1173	1138	464	477
APCDD1L	2	0	0	2	0	0	0	0	0	31	4	16	149	12
STX16	308	1093	312	748	305	1903	1761	1567	108	106	107	587	6	382
NPEPL1	140	253	17	126	20	0	0	33	1305	858	618	177	1939	602
LOC105606221	58	28	38	2	43	219	499	158	32	74	32	90	8	12
LOC101102411	0	0	0	0	0	0	0	0	2	5	20	7	8	20
LOC105616729	4	0	69	22	7	31	0	0	72	0	6	0	10	0
LOC101115640	873	489	594	385	508	1945	547	1749	365	221	331	296	920	1247
NELFCD	560	1066	339	960	337	3689	1539	2520	1888	1120	2037	589	2148	1047
CTSZ	1322	2213	848	895	167	1100	972	1521	3325	1658	6046	1959	3508	1715
TUBB1	0	0	3	0	2	14	1	0	0	0	18	0	0	16
LOC105606223	16	34	59	17	37	245	342	290	5	13	3	39	1	15
PRELID3B	102	260	174	242	344	1233	2184	1544	203	278	439	384	144	388
ZNF831	0	2	2	2	0	0	0	0	0	0	0	0	46	0
LOC105616728	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EDN3	0	1	1	0	0	0	17	0	9	20	4	5	0	0
PHACTR3	1093	2270	752	660	0	0	0	0	5173	7389	6009	6425	3558	1923
SYCP2	3051	3141	2217	752	2	0	86	16	3310	3797	6275	3344	3532	5313
PPP1R3D	11	379	114	3	0	1	0	0	824	514	385	743	374	153
FAM217B	0	0	10	0	0	1	0	0	40	3	88	34	13	8
CDH26	10	453	7	98	0	0	0	0	165	343	444	281	130	80
CDH4	1	0	0	1	0	1	1	0	0	0	0	0	0	1
TAF4	472	1158	548	890	32	191	190	283	5032	3164	3878	4878	5459	2660
LSM14B	205	1097	428	395	2	32	6	0	1072	774	1040	1372	878	391
PSMA7	6065	7505	8354	5624	1099	6810	8029	5749	1328	493	608	4227	230	2364
